lmp,regmcp
39.22,19.89
43.94,17.80
45.52,7.07
30.83,56.45
23.24,23.40
28.76,17.62
43.47,7.16
51.61,55.54
32.33,25.73
25.52,71.53
32.01,37.69
37.62,11.96
36.08,21.04
32.14,33.31
29.61,29.16
29.56,53.56
24.14,16.15
37.21,9.27
28.39,0.75
23.26,0.00
24.51,0.00
24.70,0.00
25.62,8.49
41.37,16.80
25.65,96.82
23.05,12.65
22.36,2.79
22.79,0.11
23.14,0.00
25.45,86.79
23.07,34.71
23.45,34.24
20.97,21.36
23.53,30.19
34.66,13.14
49.82,8.27
41.57,98.31
37.70,24.73
39.68,9.95
24.88,48.42
30.21,18.27
23.76,8.57
28.88,0.63
25.45,0.00
24.60,0.00
22.95,0.00
24.66,9.67
25.25,12.17
25.57,54.91
47.11,55.27
23.07,9.00
32.58,0.00
30.66,0.00
44.45,65.57
54.09,6.55
55.82,1.11
41.30,7.33
41.29,23.47
52.37,35.40
42.64,46.69
40.15,46.55
35.99,19.59
48.29,69.75
38.86,45.81
29.62,28.28
23.37,7.99
23.30,33.90
22.48,3.06
21.28,0.00
21.41,0.00
23.50,6.26
25.33,21.48
35.26,31.29
52.68,61.93
27.24,5.86
29.58,0.22
42.12,0.00
41.02,0.03
46.99,0.00
48.29,67.73
37.28,44.07
56.63,8.26
46.96,90.21
33.75,33.84
39.17,23.46
45.83,13.16
40.85,37.87
32.44,27.33
52.38,38.68
42.71,43.87
35.57,16.31
30.26,68.37
20.94,28.49
22.77,7.83
25.57,0.38
27.49,29.02
39.37,17.74
26.48,28.39
25.63,41.45
27.06,7.36
26.40,0.00
25.75,6.63
30.88,0.66
26.65,0.00
42.05,0.00
32.47,0.00
45.52,0.22
54.72,5.29
42.09,6.14
28.22,11.21
33.08,17.78
27.98,24.74
30.80,13.84
36.54,29.72
22.57,24.05
22.59,23.55
21.58,1.96
21.10,0.00
21.65,0.00
20.91,14.37
21.27,23.31
21.32,23.20
21.09,3.87
21.42,0.00
22.29,0.00
23.55,0.05
29.26,0.00
26.63,0.00
22.79,0.00
24.65,27.98
28.81,12.08
34.33,4.16
28.33,0.41
36.69,0.02
30.56,51.98
25.69,20.47
22.10,24.03
21.24,8.62
20.81,21.51
20.24,1.90
19.35,0.00
19.54,0.00
19.81,6.52
20.12,18.77
21.63,12.19
21.29,24.14
20.22,3.06
22.01,0.11
27.28,0.00
32.93,123.33
41.08,11.21
28.30,21.95
23.42,7.21
23.83,31.66
25.75,10.37
24.79,8.38
37.49,75.63
34.57,55.81
27.99,17.41
25.97,23.85
21.89,19.72
24.43,11.42
22.90,19.06
22.12,20.25
21.68,3.23
21.79,0.00
22.61,6.78
22.45,11.69
27.18,23.21
24.93,14.96
21.93,48.19
22.02,12.83
21.83,0.00
24.21,4.32
31.84,1.97
32.92,22.47
31.43,9.17
48.41,69.70
38.89,21.66
34.75,7.85
60.14,13.48
48.59,6.72
29.96,9.29
39.04,36.14
41.74,45.97
33.36,19.96
26.53,22.83
28.32,93.29
27.53,8.30
28.13,0.00
27.12,12.23
25.88,25.25
25.84,19.10
26.98,14.69
27.50,2.05
26.06,0.00
27.13,0.00
28.10,5.82
42.37,57.91
26.95,17.77
34.09,8.36
43.66,21.88
61.74,69.96
61.71,152.99
43.14,77.77
34.65,37.52
32.40,10.58
33.03,39.93
31.53,31.36
31.82,27.11
28.01,0.00
30.64,0.00
29.01,0.00
28.57,0.00
38.83,76.09
26.56,54.69
27.00,14.54
28.46,13.13
28.15,1.52
27.61,0.00
29.08,0.00
35.17,1.04
48.63,0.11
53.64,25.95
39.28,22.79
42.76,3.28
30.78,1.42
29.34,96.14
33.60,52.39
33.34,22.90
42.53,37.62
30.37,26.39
28.70,11.51
27.01,8.45
27.75,0.64
25.87,0.00
23.67,0.00
23.82,0.00
25.14,16.81
27.81,21.34
28.09,11.53
43.18,30.05
46.15,5.07
27.64,0.00
23.69,0.00
22.78,0.03
24.39,0.00
27.40,0.00
29.68,28.36
24.37,2.84
23.69,13.15
25.13,14.63
30.83,13.88
31.64,13.18
32.04,12.23
25.47,13.28
26.75,8.15
40.93,5.76
25.17,0.00
24.02,87.61
23.65,17.52
23.40,0.00
22.40,0.00
22.79,5.83
22.87,16.54
37.78,28.17
37.87,4.52
24.10,0.00
21.65,0.00
21.55,10.17
21.53,2.03
21.84,0.00
23.03,0.00
28.24,0.00
38.28,37.50
32.72,20.00
26.77,9.92
25.02,7.60
23.11,8.36
22.10,8.68
21.78,9.35
22.32,7.19
21.27,0.58
21.01,18.51
20.13,1.85
20.97,0.00
20.85,0.00
21.31,6.77
22.63,74.99
22.34,23.22
22.51,1.59
34.57,0.00
36.99,118.64
30.40,21.55
27.25,0.00
23.44,0.00
29.30,0.00
26.84,0.00
27.47,0.00
27.88,22.91
33.39,4.58
34.57,0.02
27.55,0.00
25.67,6.99
25.66,15.16
24.48,27.46
21.53,2.48
20.98,99.39
20.77,9.04
20.67,0.00
21.23,17.15
24.86,18.65
28.48,37.86
26.81,11.88
31.25,3.27
38.13,0.11
38.59,0.00
37.70,0.02
31.32,0.00
30.05,0.00
41.14,26.41
37.18,4.80
37.47,10.40
40.76,24.93
39.00,27.87
39.74,23.85
37.40,31.35
34.15,44.94
30.82,21.32
28.82,17.92
23.01,1.47
21.93,0.00
21.11,0.00
21.33,0.00
22.08,15.03
24.20,20.17
26.77,10.93
27.51,6.48
22.30,19.75
21.55,18.17
21.80,6.95
22.22,12.27
22.21,1.08
22.80,11.88
21.85,5.04
22.26,20.80
28.63,19.27
28.70,4.82
38.85,82.83
36.55,82.53
25.96,20.17
22.21,11.05
21.15,11.31
21.73,7.38
21.09,77.35
21.21,118.70
21.14,20.20
21.22,0.00
21.46,6.86
22.21,13.60
23.09,10.01
21.85,9.68
21.20,1.22
21.06,0.00
20.81,0.00
21.39,4.37
21.64,0.43
21.60,6.73
21.60,8.51
28.10,2.35
40.44,32.08
50.64,20.41
51.02,41.28
50.14,28.14
49.39,31.67
22.62,11.43
25.04,18.22
24.27,10.00
23.63,0.80
22.88,0.00
22.03,0.00
22.23,0.00
22.60,6.27
30.22,33.20
36.14,78.98
24.51,14.27
17.74,1.22
20.42,0.00
21.01,0.00
21.29,1.04
21.80,0.22
21.59,8.15
21.77,13.98
30.65,2.35
33.87,22.97
40.67,10.65
42.00,9.03
39.08,9.74
32.83,23.55
22.88,10.74
22.93,7.94
21.96,7.15
20.93,0.59
20.46,60.73
20.39,6.07
20.39,0.00
20.59,6.02
21.12,12.94
22.05,8.86
21.96,7.57
22.56,0.61
22.31,0.00
21.64,0.00
23.93,4.94
40.55,1.71
26.00,6.56
20.77,8.46
23.57,2.67
28.02,11.49
38.72,14.11
39.23,104.45
34.22,95.19
23.49,31.34
21.27,11.92
21.00,8.87
22.79,0.72
21.80,0.00
22.73,0.00
21.97,0.00
21.95,0.00
22.18,0.00
21.65,5.89
22.23,7.04
21.14,57.35
20.88,60.43
21.48,5.01
21.53,0.00
21.19,4.71
21.51,0.47
20.61,0.00
20.91,0.00
31.11,1.22
64.25,5.86
48.89,18.98
34.66,13.75
44.35,13.82
38.19,14.80
30.99,15.95
26.24,24.24
29.82,13.00
25.02,2.27
25.91,6.90
23.81,1.50
23.23,0.00
22.98,0.00
22.18,1.18
22.11,7.09
21.47,7.12
22.51,0.59
25.41,0.00
28.21,8.47
37.91,5.70
40.27,0.44
42.53,16.00
44.64,47.98
36.30,32.27
45.87,3.91
47.24,39.02
62.44,3.88
49.55,0.02
43.54,0.00
48.73,83.73
46.18,43.04
28.32,23.11
25.80,3.18
25.68,0.00
26.32,0.00
26.00,0.00
25.38,11.83
25.27,20.79
25.68,30.65
26.25,9.41
25.55,6.57
25.90,2.27
28.19,0.02
33.33,33.23
43.42,37.28
46.70,39.03
44.77,71.59
33.88,22.57
31.63,11.14
32.84,8.47
39.48,24.04
42.46,19.74
32.70,47.25
30.36,24.05
28.48,65.44
25.68,24.45
36.30,1.66
28.62,0.00
26.22,0.00
26.70,0.00
28.61,5.10
30.61,17.93
27.36,90.06
25.58,18.98
24.16,0.28
23.71,0.00
22.99,0.00
23.65,16.08
25.22,1.46
28.58,13.15
38.50,13.37
32.22,11.64
51.62,14.85
73.23,117.38
37.76,42.35
33.82,22.78
29.70,63.31
26.58,18.39
24.01,10.53
25.62,8.96
25.64,1.31
24.61,0.00
22.94,0.00
23.08,0.00
23.62,14.36
25.91,17.56
25.45,11.25
24.88,12.06
28.37,13.84
28.70,2.51
28.48,0.00
47.98,15.74
29.39,38.32
30.94,17.34
28.11,8.69
33.94,10.43
112.98,70.50
90.64,76.45
47.33,39.27
41.36,34.27
36.57,28.72
25.50,50.27
24.84,16.61
48.42,21.26
41.50,49.31
31.45,50.79
30.15,12.63
41.20,76.70
57.22,61.75
42.36,40.74
52.85,50.31
38.78,25.19
50.29,167.78
36.42,15.11
39.39,0.00
39.62,8.80
65.95,0.32
34.47,27.67
26.55,21.96
39.80,16.86
43.97,40.03
49.85,125.75
54.17,67.87
52.32,59.50
56.10,61.85
43.94,69.59
50.07,54.62
32.86,18.32
31.63,1.47
28.75,0.00
29.16,0.00
24.59,0.00
42.99,6.76
30.02,12.64
33.17,22.60
24.15,11.52
23.72,1.55
22.08,0.00
22.33,0.00
25.42,95.21
23.53,9.87
24.33,1.33
24.15,9.11
37.86,12.63
50.92,10.22
50.55,18.57
51.87,126.18
37.10,30.64
28.08,11.47
30.33,20.68
24.85,12.76
21.50,0.93
21.18,0.00
23.47,90.18
22.51,9.02
23.24,0.00
20.32,0.00
20.58,7.02
20.90,6.78
21.27,7.94
20.13,47.29
19.97,4.22
19.92,0.00
20.58,28.18
21.37,2.56
29.15,0.00
27.64,0.00
31.10,0.00
34.31,16.18
36.96,9.07
36.46,4.95
29.96,9.46
25.66,19.03
22.87,11.28
23.73,9.48
40.48,2.72
27.04,0.00
21.15,0.00
20.15,0.00
20.14,0.00
20.15,0.00
20.40,12.55
20.74,12.84
23.38,3.05
37.00,0.00
22.56,44.77
24.24,4.07
25.73,0.00
25.57,0.00
33.06,0.00
27.41,0.00
23.71,21.73
23.45,4.01
28.89,0.00
27.38,0.00
40.03,0.00
35.36,6.91
39.37,14.24
44.52,31.71
32.05,0.00
36.11,0.00
31.17,0.00
26.94,0.00
23.06,0.00
23.43,0.00
22.13,6.17
22.26,7.63
22.00,1.29
21.72,0.03
20.56,0.00
20.37,0.00
20.77,0.03
21.46,0.00
20.20,0.00
19.83,0.00
23.23,0.00
32.21,0.00
30.76,0.00
43.37,0.00
37.40,0.03
23.39,8.70
21.27,8.86
19.73,7.72
19.45,0.64
19.68,0.00
18.55,0.00
18.80,0.00
18.82,0.00
19.61,6.27
20.51,7.33
22.99,7.10
21.44,5.18
20.18,0.02
20.22,0.00
19.35,0.00
18.81,0.03
19.18,6.11
19.77,1.22
19.57,0.00
22.30,5.91
38.92,71.59
46.54,16.16
45.72,3.33
35.15,6.07
36.93,18.48
23.71,55.59
21.49,16.39
40.84,1.22
35.47,0.00
22.83,19.47
22.91,10.82
22.96,0.00
22.66,5.98
47.26,30.26
48.92,22.76
23.15,82.48
22.10,66.37
25.37,8.32
24.20,0.00
24.45,1.23
28.19,38.69
27.42,3.85
28.83,6.50
47.69,6.86
36.80,11.19
48.08,7.31
49.48,9.00
35.03,8.09
28.12,40.17
27.12,15.15
25.60,15.07
22.56,2.51
31.76,0.00
23.48,0.00
24.20,0.00
25.57,7.30
48.49,10.18
48.72,48.19
35.85,23.57
35.29,1.46
23.02,0.02
23.20,0.00
23.21,0.00
22.45,0.02
22.38,0.00
22.20,0.00
21.85,0.00
30.93,16.34
38.83,33.19
46.58,3.03
48.08,0.00
37.52,19.91
35.29,10.91
25.99,17.18
22.21,18.91
22.60,2.97
23.01,0.00
23.39,0.00
23.59,0.00
23.65,0.00
27.24,9.32
35.90,14.38
48.94,16.76
50.87,1.20
49.08,59.09
43.58,10.71
29.23,0.00
24.11,0.02
25.97,0.00
25.64,0.00
26.58,0.00
27.40,36.64
33.76,41.91
44.04,6.98
45.48,0.00
43.47,75.91
35.64,27.06
32.33,17.49
31.34,20.04
28.84,1.68
50.32,0.00
29.78,0.00
25.80,0.00
26.96,0.00
30.02,0.00
25.94,11.36
28.36,14.40
27.46,65.66
24.63,5.86
24.42,0.00
27.71,0.00
48.20,0.03
42.25,0.00
28.21,0.00
45.40,0.00
39.43,0.00
29.76,8.29
32.95,1.48
41.13,0.00
35.54,0.02
31.40,6.28
29.89,9.13
41.58,17.84
22.56,5.88
22.37,1.18
22.55,0.00
22.95,0.00
23.25,0.00
24.15,0.00
28.01,6.05
28.01,7.71
20.86,0.65
16.41,0.03
16.12,0.00
4.95,0.00
17.79,0.02
18.64,0.00
8.72,0.00
15.68,0.00
19.33,51.54
24.94,5.15
35.01,0.00
27.71,0.00
34.72,26.89
24.97,12.28
20.27,14.18
18.07,8.42
18.99,1.29
19.72,0.00
19.73,0.00
19.56,0.00
20.01,0.00
19.96,7.04
22.05,11.45
29.42,9.97
21.66,2.01
19.90,0.02
20.26,0.00
20.09,0.00
20.75,11.43
21.63,2.21
38.73,0.01
37.80,0.00
31.35,14.73
29.56,46.51
40.16,31.61
52.22,12.05
44.15,8.69
38.24,12.84
28.94,8.78
25.03,10.85
24.69,2.09
24.95,0.00
24.12,0.00
23.89,0.00
24.29,0.00
22.63,9.37
40.43,15.84
44.41,29.55
31.98,19.64
20.90,0.03
20.30,0.00
20.41,4.10
19.91,10.96
19.89,4.32
20.34,4.24
20.78,14.04
40.03,16.97
46.93,38.83
51.03,16.80
39.19,0.36
40.55,42.01
29.62,10.45
35.16,12.66
34.98,16.89
35.31,1.69
24.94,0.00
26.71,22.88
26.85,4.58
24.84,0.00
24.01,8.53
23.63,14.34
29.92,9.58
25.99,2.32
22.95,17.72
23.02,3.90
22.04,0.00
21.84,0.02
22.67,0.00
23.15,0.00
28.32,13.37
29.07,24.81
34.56,18.43
31.78,12.89
32.32,1.05
38.27,52.38
37.41,21.83
26.70,11.04
25.02,7.36
23.96,0.59
32.50,0.00
38.39,0.00
42.78,0.00
28.44,21.31
31.45,22.40
44.11,24.45
28.38,10.61
28.78,2.77
24.32,0.02
23.13,0.00
22.92,0.00
22.72,0.02
23.23,0.00
24.78,0.00
24.34,16.62
25.73,17.61
36.71,15.86
43.68,2.88
53.13,0.00
35.54,18.83
33.63,20.77
30.96,12.33
25.10,12.27
27.46,1.53
24.08,0.00
25.17,0.00
24.06,0.00
24.42,0.00
26.48,8.11
25.25,8.39
27.75,9.15
29.05,1.54
25.16,0.00
25.41,0.00
26.03,0.00
24.64,0.00
25.05,0.00
28.48,0.00
42.10,25.06
37.69,19.32
45.00,23.30
39.94,22.75
40.38,31.24
39.45,39.61
40.06,46.97
48.31,59.67
39.55,65.60
34.15,7.61
28.56,0.00
26.83,0.00
27.44,0.00
29.00,0.00
27.23,0.00
29.21,19.13
26.93,22.43
25.72,105.00
24.67,20.24
23.66,0.00
24.05,1.67
24.16,0.02
25.05,0.00
24.53,0.00
38.27,0.00
50.64,0.00
55.10,0.00
49.02,0.00
40.75,0.00
46.60,0.03
36.39,14.72
38.88,28.03
49.87,13.76
45.38,1.75
42.42,0.00
34.60,0.00
27.02,0.00
30.74,0.00
28.99,0.00
28.22,81.51
27.88,19.23
26.05,0.95
23.81,0.02
22.92,0.00
23.25,1.67
22.94,0.02
24.88,0.00
34.91,0.00
45.11,0.00
53.23,0.00
79.84,0.00
73.29,0.00
48.68,0.00
44.15,0.02
31.47,11.32
30.19,19.32
26.74,14.61
24.37,0.00
25.81,0.00
24.28,0.00
23.69,0.00
23.91,0.00
30.43,19.33
45.02,42.70
30.72,21.98
24.10,2.35
23.56,0.03
23.74,0.00
23.71,1.67
23.48,0.03
22.58,37.78
24.93,3.78
36.57,5.85
39.37,12.79
42.37,19.59
47.61,49.04
50.86,54.30
49.27,62.98
34.10,59.45
36.99,45.02
32.73,33.02
23.35,6.77
23.66,0.00
23.64,0.00
23.99,0.00
24.13,0.00
23.75,6.79
30.95,34.42
39.84,32.02
42.43,29.32
45.45,5.84
24.54,0.00
30.67,0.83
38.29,0.00
83.09,0.00
26.77,0.00
26.77,0.00
26.51,1.72
27.90,17.81
37.33,19.70
64.64,58.35
75.95,101.73
68.87,64.30
31.16,19.50
27.24,12.25
26.01,19.50
25.41,1.84
25.45,0.00
26.64,0.00
24.26,0.00
36.90,15.82
32.05,10.92
27.37,7.25
26.74,7.44
26.68,7.27
25.55,1.19
27.10,1.67
28.14,0.00
24.69,11.10
26.55,14.92
34.95,49.34
34.32,23.11
29.57,18.34
31.07,10.94
45.80,51.15
44.55,48.29
37.28,36.13
29.29,13.53
28.43,36.14
27.43,15.08
24.57,18.56
24.83,2.95
24.89,0.00
24.96,15.63
24.09,18.66
24.80,9.29
25.59,7.95
24.73,12.78
23.05,15.59
23.05,1.29
23.69,5.33
24.40,0.82
24.88,34.63
30.86,18.44
49.67,42.39
51.75,30.76
54.74,31.35
63.83,55.50
60.85,57.03
51.92,65.74
51.66,47.83
50.77,62.69
39.43,21.26
46.57,4.81
25.95,0.00
26.70,0.00
26.73,0.00
28.93,0.00
52.14,6.64
44.88,33.63
50.41,27.79
36.70,17.80
40.97,60.71
29.14,12.43
40.00,22.98
30.55,2.01
50.46,42.61
55.73,12.78
44.95,37.28
49.62,44.99
49.71,46.71
31.64,7.78
24.54,0.00
41.55,13.11
30.44,14.53
36.98,18.00
45.33,27.29
59.24,5.54
28.28,0.00
23.58,0.00
23.45,0.00
23.58,0.00
22.52,0.00
22.64,5.93
28.85,12.27
59.52,26.80
27.35,2.34
28.04,0.00
31.70,0.83
26.11,0.02
40.90,0.00
45.67,0.00
34.71,0.00
38.56,0.00
47.92,0.00
54.32,0.00
55.47,0.00
37.46,0.02
43.81,84.86
39.18,25.38
34.71,10.00
39.27,0.77
31.00,0.00
28.16,0.00
29.13,0.00
28.65,0.00
28.35,0.00
28.79,10.91
28.78,7.79
68.17,1.20
53.79,0.12
23.48,0.00
25.69,0.00
27.33,0.03
22.88,0.00
22.57,0.00
22.47,0.00
31.76,0.00
42.42,0.00
46.40,0.00
47.39,0.00
39.39,0.03
26.37,41.79
24.35,13.93
23.45,14.72
62.76,1.26
25.95,0.00
28.80,0.00
27.73,0.00
29.63,0.00
29.28,18.43
35.71,25.59
37.48,18.07
33.76,2.88
75.68,41.32
56.27,7.51
55.74,0.83
31.28,0.02
37.66,37.61
25.10,6.84
35.90,0.00
29.68,0.00
38.08,0.00
44.91,0.00
52.64,0.00
38.90,0.03
31.65,28.34
27.40,10.54
28.21,6.87
39.79,0.55
29.49,0.00
29.37,0.00
30.55,0.00
29.62,0.00
34.98,5.48
67.34,20.11
39.57,13.97
31.01,0.00
25.91,0.05
25.86,0.00
36.48,1.67
28.10,0.03
30.99,0.00
28.98,0.00
26.25,0.00
36.13,0.00
40.69,0.00
45.61,0.00
46.71,0.00
35.58,0.02
27.08,12.10
27.56,16.51
23.78,15.57
25.62,2.68
24.85,0.00
24.71,0.00
22.73,0.00
19.98,0.00
20.29,15.68
21.42,10.39
23.52,14.34
24.63,2.52
28.11,0.02
39.65,0.00
40.38,1.67
36.10,0.03
40.25,0.00
41.36,0.00
46.12,0.00
37.40,0.00
30.12,0.00
37.68,0.00
31.40,0.00
39.87,0.02
28.77,15.56
31.75,14.66
25.02,7.32
22.90,0.55
22.50,0.00
23.45,0.00
22.01,0.00
21.70,0.00
23.90,19.33
30.22,13.81
37.44,8.00
45.67,0.59
48.58,0.03
46.80,0.00
45.57,1.67
51.07,0.02
53.80,0.00
33.54,0.00
31.49,0.00
52.03,0.00
45.72,0.00
49.85,0.00
35.11,0.00
41.28,0.02
31.15,26.94
26.68,10.61
29.57,11.60
26.60,1.98
28.56,0.00
27.14,0.00
27.27,0.00
27.92,0.00
29.51,13.51
31.20,10.96
34.61,28.17
31.04,3.40
24.34,0.03
21.08,0.00
20.60,0.83
21.38,0.05
22.51,0.00
28.94,0.00
38.95,0.00
43.04,0.00
29.59,0.00
51.13,0.00
38.82,0.00
29.91,0.02
25.34,15.28
23.77,10.07
22.59,14.29
23.56,0.00
23.62,0.00
21.28,0.00
21.22,0.00
20.23,0.00
19.80,0.00
20.95,6.21
22.46,13.51
24.19,16.89
22.13,1.44
20.28,0.00
17.31,0.83
16.55,0.05
19.72,0.00
19.97,0.00
20.93,0.00
26.82,0.00
33.71,0.00
37.20,0.00
34.71,0.00
27.00,0.02
23.66,16.01
21.79,9.86
21.63,21.14
21.91,2.63
24.32,0.00
25.26,0.00
23.72,0.00
23.04,0.00
23.21,0.00
23.49,5.22
23.10,6.94
23.86,1.17
34.97,0.02
25.28,0.00
24.39,0.00
21.58,0.03
21.65,0.00
21.43,0.00
24.75,0.00
37.71,0.00
40.00,0.00
46.04,0.00
41.26,0.00
47.71,0.02
25.65,6.30
23.18,10.94
20.57,6.91
22.16,0.57
19.99,0.00
20.86,0.00
20.66,0.00
20.87,0.00
19.11,6.72
35.15,9.23
34.73,27.31
29.39,5.05
29.10,0.03
22.28,0.00
21.02,0.00
21.03,0.03
22.43,0.00
25.10,0.00
35.95,0.00
37.65,0.00
56.47,0.00
63.78,0.00
51.45,0.00
43.96,0.03
39.28,98.73
29.59,22.97
23.10,7.73
22.86,0.58
22.82,0.00
21.67,0.00
21.45,0.00
21.77,0.00
22.32,6.07
24.46,10.63
38.84,13.19
29.58,1.13
34.51,0.00
24.42,0.00
23.51,0.83
23.19,0.00
23.33,0.00
23.76,0.00
27.02,0.00
29.04,0.00
43.46,0.00
47.58,0.00
45.04,0.00
37.38,0.00
31.98,17.48
23.94,8.99
22.64,17.65
23.11,3.11
23.00,0.00
23.45,0.00
22.78,0.00
23.31,0.00
26.67,17.03
25.25,18.86
28.01,17.98
23.93,2.99
23.04,0.00
23.69,0.00
23.42,0.83
23.74,0.00
24.52,0.00
23.99,0.00
27.46,0.00
32.01,0.00
43.86,0.00
49.12,0.00
57.49,0.00
43.04,0.00
25.87,6.67
26.45,7.46
23.48,17.30
22.61,3.10
23.95,0.00
23.81,0.00
24.07,0.00
24.04,0.00
24.51,15.41
33.11,13.14
48.50,18.20
41.36,1.63
25.24,0.00
24.78,0.00
23.15,0.83
23.60,0.00
30.56,0.00
29.42,0.00
27.63,0.00
35.78,0.00
54.11,0.00
60.78,0.00
54.56,0.00
49.18,0.00
38.08,0.00
30.13,96.85
25.58,27.95
24.76,3.37
27.65,0.00
27.53,0.00
27.60,0.00
29.21,0.00
27.48,15.57
32.37,15.20
49.20,13.84
39.83,2.32
26.15,0.00
32.11,0.00
23.73,1.67
29.76,0.00
31.43,0.00
45.16,0.00
46.52,0.00
54.84,0.00
58.04,0.00
47.52,0.00
48.23,0.00
37.83,0.00
31.71,19.54
31.81,20.96
37.68,21.29
39.17,1.78
44.36,0.00
28.91,0.00
32.38,0.00
32.87,101.51
32.68,33.32
29.93,25.01
42.03,77.75
64.84,36.16
38.75,77.14
23.88,13.64
23.04,1.67
29.27,0.03
30.01,0.00
39.45,0.00
32.02,0.00
59.75,123.58
66.46,81.32
70.70,5.66
61.96,0.00
70.30,26.74
50.27,39.02
50.57,77.03
35.09,30.37
29.17,0.00
32.89,12.14
32.83,30.70
31.14,2.69
31.47,119.56
30.72,98.01
49.21,48.24
57.76,130.85
46.93,12.30
28.86,15.95
27.40,12.65
28.24,1.67
24.80,0.02
26.13,2.32
28.44,47.28
30.35,59.37
35.75,19.92
72.17,22.85
78.14,61.79
70.75,9.34
61.03,79.25
44.71,79.96
40.34,36.47
32.38,35.66
28.50,6.21
28.82,0.00
32.95,0.00
33.25,0.00
31.17,0.00
27.05,20.14
55.77,29.06
72.77,31.70
72.91,54.87
99.87,72.55
84.51,21.93
65.74,10.42
57.11,0.00
65.80,59.26
40.01,41.05
54.08,47.15
64.00,32.90
80.10,29.07
58.00,44.51
67.43,8.69
58.28,45.29
42.47,46.07
34.94,35.45
29.24,37.39
23.21,7.22
23.07,0.00
22.51,0.00
24.60,0.00
22.26,0.00
24.48,13.94
47.47,12.39
55.30,49.73
30.82,48.31
20.00,35.41
19.52,41.90
19.18,7.50
18.89,27.91
19.05,9.35
20.84,5.01
20.95,11.49
29.51,12.45
51.69,39.34
55.92,50.40
52.51,45.97
44.58,11.05
35.50,25.03
29.17,27.22
24.35,10.79
22.75,13.62
21.87,14.87
23.23,2.31
22.21,0.00
22.00,12.33
24.44,8.32
46.66,96.50
54.18,46.04
44.80,8.18
24.10,12.32
23.24,14.92
24.06,14.89
24.37,1.24
23.71,15.29
25.11,12.79
25.52,0.97
39.68,0.00
71.40,0.00
66.13,58.27
63.19,27.52
61.13,1.12
48.23,26.22
34.45,28.42
24.26,17.09
25.68,2.49
23.45,0.00
24.13,0.00
24.78,0.00
25.24,12.44
25.57,17.35
36.11,18.31
64.89,54.08
53.30,14.39
28.89,0.00
25.63,0.00
24.61,1.67
22.46,0.00
22.79,0.00
23.31,0.00
23.71,102.02
27.82,20.40
41.25,0.00
67.07,71.57
61.61,13.01
44.79,125.01
37.09,50.37
35.77,19.19
23.86,8.18
21.40,0.59
21.34,0.00
21.44,0.00
21.37,0.00
20.92,0.00
21.85,11.55
27.63,11.73
31.21,6.06
27.67,0.73
25.25,0.02
21.79,0.00
20.57,4.24
19.12,0.31
18.83,0.13
19.42,33.55
19.31,6.10
21.32,0.03
25.35,0.03
38.40,8.79
31.08,14.44
29.25,55.84
25.05,17.62
21.82,16.35
20.48,43.57
27.97,6.88
21.72,0.00
20.40,0.00
20.22,0.00
20.20,0.00
22.55,0.00
37.38,9.92
49.24,36.37
29.67,47.29
21.06,5.21
19.86,0.00
17.12,0.83
16.22,0.02
16.42,0.00
16.68,2.32
19.38,39.49
19.55,6.36
27.77,0.22
28.13,0.00
38.58,0.00
24.13,0.05
29.91,14.26
29.16,48.63
21.74,54.70
21.48,4.58
21.06,0.00
20.42,0.00
19.72,0.00
19.78,0.00
21.32,0.00
22.08,6.26
22.63,17.02
39.20,3.15
43.32,106.42
41.35,21.30
25.57,0.00
29.59,0.06
39.78,0.00
41.50,0.00
48.33,2.11
57.73,26.46
51.64,5.21
54.12,0.00
40.34,0.00
42.89,0.02
36.40,18.00
33.55,15.24
33.70,22.27
31.13,3.79
29.41,0.00
30.22,0.00
27.67,0.00
30.12,0.00
68.90,42.24
45.14,24.32
37.58,21.85
68.69,3.63
89.53,0.00
130.83,0.00
101.15,0.00
120.00,0.00
150.35,0.00
133.77,0.00
44.32,0.00
69.79,0.00
57.93,0.00
61.70,0.00
49.37,0.00
37.43,0.00
34.96,27.46
33.40,29.55
26.35,17.68
24.06,1.28
31.83,0.00
34.57,0.00
29.47,0.00
32.40,0.00
45.56,15.73
81.41,29.29
90.72,28.10
66.48,1.99
24.51,0.00
30.33,28.85
64.27,141.58
36.45,0.00
28.27,0.00
25.69,0.00
25.37,2.34
55.36,36.48
82.55,33.18
93.17,1.88
58.96,0.00
71.63,43.73
46.65,62.53
47.39,23.72
34.50,26.36
27.42,16.42
24.58,16.84
23.78,1.41
23.77,14.83
26.98,1.48
31.45,5.67
36.17,8.95
39.05,13.98
39.84,38.68
35.54,26.82
30.59,1.86
28.09,0.00
26.49,0.00
23.47,12.77
22.06,7.94
22.06,6.97
25.56,21.70
35.06,9.57
45.26,22.11
51.70,42.87
44.78,20.71
46.99,53.16
33.04,59.65
27.17,19.99
25.95,18.73
26.43,17.22
27.92,15.28
27.90,2.22
28.11,6.49
45.01,18.66
99.05,50.20
125.13,92.63
47.84,77.04
31.22,19.13
25.58,0.71
23.19,0.83
22.48,0.00
24.73,0.00
27.30,0.00
31.89,0.00
33.55,0.00
29.62,99.30
49.50,18.06
28.14,0.00
32.01,31.90
28.13,22.01
25.66,17.94
26.26,8.78
24.01,17.71
23.54,20.05
22.98,3.34
